CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
COTTON,WET,HUMID,30-40,RAINY,0.1
COTTON,WET,HUMID,40-50,NORMAL,5.15
COTTON,WET,HUMID,40-50,SUNNY,6.65
COTTON,WET,HUMID,40-50,WINDY,6.15
COTTON,WET,HUMID,40-50,RAINY,0.2
SUGARCANE,DRY,DESERT,Oct-20,NORMAL,10.54
SUGARCANE,DRY,DESERT,Oct-20,SUNNY,12
SUGARCANE,DRY,DESERT,Oct-20,WINDY,11.54
SUGARCANE,DRY,DESERT,Oct-20,RAINY,2.54
SUGARCANE,DRY,DESERT,20-30,NORMAL,11.5
SUGARCANE,DRY,DESERT,20-30,SUNNY,13
SUGARCANE,DRY,DESERT,20-30,WINDY,12.5
SUGARCANE,DRY,DESERT,20-30,RAINY,3.5
SUGARCANE,DRY,DESERT,30-40,NORMAL,12.4
SUGARCANE,DRY,DESERT,30-40,SUNNY,14
SUGARCANE,DRY,DESERT,30-40,WINDY,13.4
SUGARCANE,DRY,DESERT,30-40,RAINY,4.4
SUGARCANE,DRY,DESERT,40-50,NORMAL,13.6
SUGARCANE,DRY,DESERT,40-50,SUNNY,15
SUGARCANE,DRY,DESERT,40-50,WINDY,14.6
SUGARCANE,DRY,DESERT,40-50,RAINY,5.6
SUGARCANE,DRY,SEMI ARID,Oct-20,NORMAL,9.6
SUGARCANE,DRY,SEMI ARID,Oct-20,SUNNY,11
SUGARCANE,DRY,SEMI ARID,Oct-20,WINDY,10.6
SUGARCANE,DRY,SEMI ARID,Oct-20,RAINY,1.6
SUGARCANE,DRY,SEMI ARID,20-30,NORMAL,10.7
SUGARCANE,DRY,SEMI ARID,20-30,SUNNY,12.2
SUGARCANE,DRY,SEMI ARID,20-30,WINDY,11.7
SUGARCANE,DRY,SEMI ARID,20-30,RAINY,2.7
SUGARCANE,DRY,SEMI ARID,30-40,NORMAL,11.6
SUGARCANE,DRY,SEMI ARID,30-40,SUNNY,13.1
SUGARCANE,DRY,SEMI ARID,30-40,WINDY,12.6
SUGARCANE,DRY,SEMI ARID,30-40,RAINY,3.6
SUGARCANE,DRY,SEMI ARID,40-50,NORMAL,12.5
SUGARCANE,DRY,SEMI ARID,40-50,SUNNY,14
SUGARCANE,DRY,SEMI ARID,40-50,WINDY,13.5
SUGARCANE,DRY,SEMI ARID,40-50,RAINY,4.5
SUGARCANE,DRY,SEMI HUMID,Oct-20,NORMAL,8.4
SUGARCANE,DRY,SEMI HUMID,Oct-20,SUNNY,9.9
SUGARCANE,DRY,SEMI HUMID,Oct-20,WINDY,9.4
SUGARCANE,DRY,SEMI HUMID,Oct-20,RAINY,0.4
SUGARCANE,DRY,SEMI HUMID,20-30,NORMAL,9.5
SUGARCANE,DRY,SEMI HUMID,20-30,SUNNY,11
SUGARCANE,DRY,SEMI HUMID,20-30,WINDY,10.5
SUGARCANE,DRY,SEMI HUMID,20-30,RAINY,1.5
SUGARCANE,DRY,SEMI HUMID,30-40,NORMAL,10.4
SUGARCANE,DRY,SEMI HUMID,30-40,SUNNY,11.9
SUGARCANE,DRY,SEMI HUMID,30-40,WINDY,11.4
SUGARCANE,DRY,SEMI HUMID,30-40,RAINY,2.4
SUGARCANE,DRY,SEMI HUMID,40-50,NORMAL,11.35
SUGARCANE,DRY,SEMI HUMID,40-50,SUNNY,12.85
SUGARCANE,DRY,SEMI HUMID,40-50,WINDY,12.35
SUGARCANE,DRY,SEMI HUMID,40-50,RAINY,3.3
SUGARCANE,DRY,HUMID,Oct-20,NORMAL,6.9
SUGARCANE,DRY,HUMID,Oct-20,SUNNY,8.4
SUGARCANE,DRY,HUMID,Oct-20,WINDY,7.9
SUGARCANE,DRY,HUMID,Oct-20,RAINY,0.5
SUGARCANE,DRY,HUMID,20-30,NORMAL,7.82
SUGARCANE,DRY,HUMID,20-30,SUNNY,9.32
SUGARCANE,DRY,HUMID,20-30,WINDY,8.82
SUGARCANE,DRY,HUMID,20-30,RAINY,0.8
SUGARCANE,DRY,HUMID,30-40,NORMAL,8.85
SUGARCANE,DRY,HUMID,30-40,SUNNY,10.35
SUGARCANE,DRY,HUMID,30-40,WINDY,9.85
SUGARCANE,DRY,HUMID,30-40,RAINY,0.85
SUGARCANE,DRY,HUMID,40-50,NORMAL,9.7
SUGARCANE,DRY,HUMID,40-50,SUNNY,11.2
SUGARCANE,DRY,HUMID,40-50,WINDY,10.7
SUGARCANE,DRY,HUMID,40-50,RAINY,1.7
SUGARCANE,HUMID,DESERT,Oct-20,NORMAL,8.06
SUGARCANE,HUMID,DESERT,Oct-20,SUNNY,9.56
SUGARCANE,HUMID,DESERT,Oct-20,WINDY,9
SUGARCANE,HUMID,DESERT,Oct-20,RAINY,0.1
SUGARCANE,HUMID,DESERT,20-30,NORMAL,9.1
SUGARCANE,HUMID,DESERT,20-30,SUNNY,10.6
SUGARCANE,HUMID,DESERT,20-30,WINDY,10.1
SUGARCANE,HUMID,DESERT,20-30,RAINY,1.1
SUGARCANE,HUMID,DESERT,30-40,NORMAL,10.25
SUGARCANE,HUMID,DESERT,30-40,SUNNY,11.75
SUGARCANE,HUMID,DESERT,30-40,WINDY,11.25
SUGARCANE,HUMID,DESERT,30-40,RAINY,2.25
SUGARCANE,HUMID,DESERT,40-50,NORMAL,11.1
SUGARCANE,HUMID,DESERT,40-50,SUNNY,12.6
SUGARCANE,HUMID,DESERT,40-50,WINDY,12.1
SUGARCANE,HUMID,DESERT,40-50,RAINY,3.1
SUGARCANE,HUMID,SEMI ARID,Oct-20,NORMAL,7.15
SUGARCANE,HUMID,SEMI ARID,Oct-20,SUNNY,8.65
SUGARCANE,HUMID,SEMI ARID,Oct-20,WINDY,8.15
SUGARCANE,HUMID,SEMI ARID,Oct-20,RAINY,0.8
SUGARCANE,HUMID,SEMI ARID,20-30,NORMAL,8.1
SUGARCANE,HUMID,SEMI ARID,20-30,SUNNY,9.6
SUGARCANE,HUMID,SEMI ARID,20-30,WINDY,9.1
SUGARCANE,HUMID,SEMI ARID,20-30,RAINY,0.1
SUGARCANE,HUMID,SEMI ARID,30-40,NORMAL,9.2
SUGARCANE,HUMID,SEMI ARID,30-40,SUNNY,10.7
SUGARCANE,HUMID,SEMI ARID,30-40,WINDY,10.2
SUGARCANE,HUMID,SEMI ARID,30-40,RAINY,1.2
SUGARCANE,HUMID,SEMI ARID,40-50,NORMAL,10.1
SUGARCANE,HUMID,SEMI ARID,40-50,SUNNY,11.6
SUGARCANE,HUMID,SEMI ARID,40-50,WINDY,11.1
SUGARCANE,HUMID,SEMI ARID,40-50,RAINY,2.1
SUGARCANE,HUMID,SEMI HUMID,Oct-20,NORMAL,5.88
SUGARCANE,HUMID,SEMI HUMID,Oct-20,SUNNY,7.38
SUGARCANE,HUMID,SEMI HUMID,Oct-20,WINDY,6.88
SUGARCANE,HUMID,SEMI HUMID,Oct-20,RAINY,0.3
SUGARCANE,HUMID,SEMI HUMID,20-30,NORMAL,6.8
SUGARCANE,HUMID,SEMI HUMID,20-30,SUNNY,8.6
SUGARCANE,HUMID,SEMI HUMID,20-30,WINDY,7.8
SUGARCANE,HUMID,SEMI HUMID,20-30,RAINY,0.6
SUGARCANE,HUMID,SEMI HUMID,30-40,NORMAL,7.9
SUGARCANE,HUMID,SEMI HUMID,30-40,SUNNY,9.4
SUGARCANE,HUMID,SEMI HUMID,30-40,WINDY,8.9
SUGARCANE,HUMID,SEMI HUMID,30-40,RAINY,0.8
SUGARCANE,HUMID,SEMI HUMID,40-50,NORMAL,8.7
SUGARCANE,HUMID,SEMI HUMID,40-50,SUNNY,10.5
SUGARCANE,HUMID,SEMI HUMID,40-50,WINDY,9.7
SUGARCANE,HUMID,SEMI HUMID,40-50,RAINY,0.7
SUGARCANE,HUMID,HUMID,Oct-20,NORMAL,4.34
SUGARCANE,HUMID,HUMID,Oct-20,SUNNY,5.84
SUGARCANE,HUMID,HUMID,Oct-20,WINDY,5.34
SUGARCANE,HUMID,HUMID,Oct-20,RAINY,0.2
SUGARCANE,HUMID,HUMID,20-30,NORMAL,5.3
SUGARCANE,HUMID,HUMID,20-30,SUNNY,6.8
SUGARCANE,HUMID,HUMID,20-30,WINDY,6.3
SUGARCANE,HUMID,HUMID,20-30,RAINY,0.3
SUGARCANE,HUMID,HUMID,30-40,NORMAL,6.35
SUGARCANE,HUMID,HUMID,30-40,SUNNY,7.85
SUGARCANE,HUMID,HUMID,30-40,WINDY,7.35
SUGARCANE,HUMID,HUMID,30-40,RAINY,0.5
SUGARCANE,HUMID,HUMID,40-50,NORMAL,7.32
SUGARCANE,HUMID,HUMID,40-50,SUNNY,8.82
SUGARCANE,HUMID,HUMID,40-50,WINDY,8.32
SUGARCANE,HUMID,HUMID,40-50,RAINY,0.8
SUGARCANE,WET,DESERT,Oct-20,NORMAL,6.2
SUGARCANE,WET,DESERT,Oct-20,SUNNY,7.7
SUGARCANE,WET,DESERT,Oct-20,WINDY,7.2
SUGARCANE,WET,DESERT,Oct-20,RAINY,0.5
SUGARCANE,WET,DESERT,20-30,NORMAL,7.2
SUGARCANE,WET,DESERT,20-30,SUNNY,8.7
SUGARCANE,WET,DESERT,20-30,WINDY,8.2
SUGARCANE,WET,DESERT,20-30,RAINY,0.8
SUGARCANE,WET,DESERT,30-40,NORMAL,8.3
SUGARCANE,WET,DESERT,30-40,SUNNY,9.8
SUGARCANE,WET,DESERT,30-40,WINDY,9.3
SUGARCANE,WET,DESERT,30-40,RAINY,0.3
SUGARCANE,WET,DESERT,40-50,NORMAL,9.4
SUGARCANE,WET,DESERT,40-50,SUNNY,10.9
SUGARCANE,WET,DESERT,40-50,WINDY,10.4
SUGARCANE,WET,DESERT,40-50,RAINY,1.4
SUGARCANE,WET,SEMI ARID,Oct-20,NORMAL,5.3
SUGARCANE,WET,SEMI ARID,Oct-20,SUNNY,6.8
SUGARCANE,WET,SEMI ARID,Oct-20,WINDY,6.3
SUGARCANE,WET,SEMI ARID,Oct-20,RAINY,0.3
SUGARCANE,WET,SEMI ARID,20-30,NORMAL,6.25
SUGARCANE,WET,SEMI ARID,20-30,SUNNY,7.75
SUGARCANE,WET,SEMI ARID,20-30,WINDY,7.25
SUGARCANE,WET,SEMI ARID,20-30,RAINY,0.5
SUGARCANE,WET,SEMI ARID,30-40,NORMAL,7.35
SUGARCANE,WET,SEMI ARID,30-40,SUNNY,8.85
SUGARCANE,WET,SEMI ARID,30-40,WINDY,8.35
SUGARCANE,WET,SEMI ARID,30-40,RAINY,0.8
SUGARCANE,WET,SEMI ARID,40-50,NORMAL,8.34
SUGARCANE,WET,SEMI ARID,40-50,SUNNY,9.84
SUGARCANE,WET,SEMI ARID,40-50,WINDY,9.34
SUGARCANE,WET,SEMI ARID,40-50,RAINY,0.34
SUGARCANE,WET,SEMI HUMID,Oct-20,NORMAL,4
SUGARCANE,WET,SEMI HUMID,Oct-20,SUNNY,5.5
SUGARCANE,WET,SEMI HUMID,Oct-20,WINDY,5
SUGARCANE,WET,SEMI HUMID,Oct-20,RAINY,0.2
SUGARCANE,WET,SEMI HUMID,20-30,NORMAL,5.06
SUGARCANE,WET,SEMI HUMID,20-30,SUNNY,6.56
SUGARCANE,WET,SEMI HUMID,20-30,WINDY,6.06
SUGARCANE,WET,SEMI HUMID,20-30,RAINY,0.3
SUGARCANE,WET,SEMI HUMID,30-40,NORMAL,6.04
SUGARCANE,WET,SEMI HUMID,30-40,SUNNY,7.56
SUGARCANE,WET,SEMI HUMID,30-40,WINDY,7.06
SUGARCANE,WET,SEMI HUMID,30-40,RAINY,0.5
SUGARCANE,WET,SEMI HUMID,40-50,NORMAL,7.05
SUGARCANE,WET,SEMI HUMID,40-50,SUNNY,8.56
SUGARCANE,WET,SEMI HUMID,40-50,WINDY,8.05
SUGARCANE,WET,SEMI HUMID,40-50,RAINY,0.8
SUGARCANE,WET,HUMID,Oct-20,NORMAL,2.48
SUGARCANE,WET,HUMID,Oct-20,SUNNY,3.98
SUGARCANE,WET,HUMID,Oct-20,WINDY,3.48
SUGARCANE,WET,HUMID,Oct-20,RAINY,0.1
SUGARCANE,WET,HUMID,20-30,NORMAL,3.48
SUGARCANE,WET,HUMID,20-30,SUNNY,4.98
SUGARCANE,WET,HUMID,20-30,WINDY,4.48
SUGARCANE,WET,HUMID,20-30,RAINY,0.1
SUGARCANE,WET,HUMID,30-40,NORMAL,4.48
SUGARCANE,WET,HUMID,30-40,SUNNY,5.98
SUGARCANE,WET,HUMID,30-40,WINDY,5.48
SUGARCANE,WET,HUMID,30-40,RAINY,0.2
SUGARCANE,WET,HUMID,40-50,NORMAL,5.48
SUGARCANE,WET,HUMID,40-50,SUNNY,6.98
SUGARCANE,WET,HUMID,40-50,WINDY,6.48
SUGARCANE,WET,HUMID,40-50,RAINY,0.3
TOMATO,DRY,DESERT,Oct-20,NORMAL,6.12
TOMATO,DRY,DESERT,Oct-20,SUNNY,7.62
TOMATO,DRY,DESERT,Oct-20,WINDY,7.12
TOMATO,DRY,DESERT,Oct-20,RAINY,0.5
TOMATO,DRY,DESERT,20-30,NORMAL,7.12
TOMATO,DRY,DESERT,20-30,SUNNY,8.62
TOMATO,DRY,DESERT,20-30,WINDY,8.12
TOMATO,DRY,DESERT,20-30,RAINY,0.8
TOMATO,DRY,DESERT,30-40,NORMAL,8.12
TOMATO,DRY,DESERT,30-40,SUNNY,9.62
TOMATO,DRY,DESERT,30-40,WINDY,9.12
TOMATO,DRY,DESERT,30-40,RAINY,0.12
TOMATO,DRY,DESERT,40-50,NORMAL,9.12
TOMATO,DRY,DESERT,40-50,SUNNY,10.62
TOMATO,DRY,DESERT,40-50,WINDY,10.12
TOMATO,DRY,DESERT,40-50,RAINY,1.12
TOMATO,DRY,SEMI ARID,Oct-20,NORMAL,5.58
TOMATO,DRY,SEMI ARID,Oct-20,SUNNY,7.08
TOMATO,DRY,SEMI ARID,Oct-20,WINDY,6.58
TOMATO,DRY,SEMI ARID,Oct-20,RAINY,0.3
TOMATO,DRY,SEMI ARID,20-30,NORMAL,6.58
TOMATO,DRY,SEMI ARID,20-30,SUNNY,8.08
TOMATO,DRY,SEMI ARID,20-30,WINDY,7.58
TOMATO,DRY,SEMI ARID,20-30,RAINY,0.5
TOMATO,DRY,SEMI ARID,30-40,NORMAL,7.58
TOMATO,DRY,SEMI ARID,30-40,SUNNY,9.08
TOMATO,DRY,SEMI ARID,30-40,WINDY,8.58
TOMATO,DRY,SEMI ARID,30-40,RAINY,0.8
TOMATO,DRY,SEMI ARID,40-50,NORMAL,8.58
TOMATO,DRY,SEMI ARID,40-50,SUNNY,10.08
TOMATO,DRY,SEMI ARID,40-50,WINDY,9.58
TOMATO,DRY,SEMI ARID,40-50,RAINY,0.58
TOMATO,DRY,SEMI HUMID,Oct-20,NORMAL,4.86
TOMATO,DRY,SEMI HUMID,Oct-20,SUNNY,6.36
TOMATO,DRY,SEMI HUMID,Oct-20,WINDY,5.86
TOMATO,DRY,SEMI HUMID,Oct-20,RAINY,0.2
TOMATO,DRY,SEMI HUMID,20-30,NORMAL,5.86
TOMATO,DRY,SEMI HUMID,20-30,SUNNY,7.36
TOMATO,DRY,SEMI HUMID,20-30,WINDY,6.86
TOMATO,DRY,SEMI HUMID,20-30,RAINY,0.3
TOMATO,DRY,SEMI HUMID,30-40,NORMAL,6.86
TOMATO,DRY,SEMI HUMID,30-40,SUNNY,8.36
TOMATO,DRY,SEMI HUMID,30-40,WINDY,7.86
TOMATO,DRY,SEMI HUMID,30-40,RAINY,0.5
TOMATO,DRY,SEMI HUMID,40-50,NORMAL,7.86
TOMATO,DRY,SEMI HUMID,40-50,SUNNY,9.36
TOMATO,DRY,SEMI HUMID,40-50,WINDY,8.86
TOMATO,DRY,SEMI HUMID,40-50,RAINY,0.8
TOMATO,DRY,HUMID,Oct-20,NORMAL,3.96
TOMATO,DRY,HUMID,Oct-20,SUNNY,5.46
TOMATO,DRY,HUMID,Oct-20,WINDY,4.96
TOMATO,DRY,HUMID,Oct-20,RAINY,0.1
TOMATO,DRY,HUMID,20-30,NORMAL,4.96
TOMATO,DRY,HUMID,20-30,SUNNY,6.46
TOMATO,DRY,HUMID,20-30,WINDY,5.96
TOMATO,DRY,HUMID,20-30,RAINY,0.2
TOMATO,DRY,HUMID,30-40,NORMAL,5.96
TOMATO,DRY,HUMID,30-40,SUNNY,7.46
TOMATO,DRY,HUMID,30-40,WINDY,6.96
TOMATO,DRY,HUMID,30-40,RAINY,0.3
TOMATO,DRY,HUMID,40-50,NORMAL,6.96
TOMATO,DRY,HUMID,40-50,SUNNY,8.46
TOMATO,DRY,HUMID,40-50,WINDY,7.96
TOMATO,DRY,HUMID,40-50,RAINY,0.5
TOMATO,HUMID,DESERT,Oct-20,NORMAL,4.68
TOMATO,HUMID,DESERT,Oct-20,SUNNY,6.18
TOMATO,HUMID,DESERT,Oct-20,WINDY,5.68
TOMATO,HUMID,DESERT,Oct-20,RAINY,0.2
TOMATO,HUMID,DESERT,20-30,NORMAL,5.68
TOMATO,HUMID,DESERT,20-30,SUNNY,7.18
TOMATO,HUMID,DESERT,20-30,WINDY,6.68
TOMATO,HUMID,DESERT,20-30,RAINY,0.3
TOMATO,HUMID,DESERT,30-40,NORMAL,6.68
TOMATO,HUMID,DESERT,30-40,SUNNY,8.18
TOMATO,HUMID,DESERT,30-40,WINDY,7.68
TOMATO,HUMID,DESERT,30-40,RAINY,0.5
TOMATO,HUMID,DESERT,40-50,NORMAL,7.68
TOMATO,HUMID,DESERT,40-50,SUNNY,9.18
TOMATO,HUMID,DESERT,40-50,WINDY,8.68
TOMATO,HUMID,DESERT,40-50,RAINY,0.8
TOMATO,HUMID,SEMI ARID,Oct-20,NORMAL,4.14
TOMATO,HUMID,SEMI ARID,Oct-20,SUNNY,5.64
TOMATO,HUMID,SEMI ARID,Oct-20,WINDY,5.14
TOMATO,HUMID,SEMI ARID,Oct-20,RAINY,0.2
TOMATO,HUMID,SEMI ARID,20-30,NORMAL,5.14
TOMATO,HUMID,SEMI ARID,20-30,SUNNY,6.64
TOMATO,HUMID,SEMI ARID,20-30,WINDY,6.14
TOMATO,HUMID,SEMI ARID,20-30,RAINY,0.3
TOMATO,HUMID,SEMI ARID,30-40,NORMAL,6.14
TOMATO,HUMID,SEMI ARID,30-40,SUNNY,7.64
TOMATO,HUMID,SEMI ARID,30-40,WINDY,7.14
TOMATO,HUMID,SEMI ARID,30-40,RAINY,0.5
TOMATO,HUMID,SEMI ARID,40-50,NORMAL,7.14
TOMATO,HUMID,SEMI ARID,40-50,SUNNY,8.64
TOMATO,HUMID,SEMI ARID,40-50,WINDY,8.14
TOMATO,HUMID,SEMI ARID,40-50,RAINY,0.8
TOMATO,HUMID,SEMI HUMID,Oct-20,NORMAL,3.42
TOMATO,HUMID,SEMI HUMID,Oct-20,SUNNY,4.92
TOMATO,HUMID,SEMI HUMID,Oct-20,WINDY,4.42
TOMATO,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
TOMATO,HUMID,SEMI HUMID,20-30,NORMAL,4.42
TOMATO,HUMID,SEMI HUMID,20-30,SUNNY,5.92
TOMATO,HUMID,SEMI HUMID,20-30,WINDY,5.42
TOMATO,HUMID,SEMI HUMID,20-30,RAINY,0.2
TOMATO,HUMID,SEMI HUMID,30-40,NORMAL,5.42
TOMATO,HUMID,SEMI HUMID,30-40,SUNNY,6.92
TOMATO,HUMID,SEMI HUMID,30-40,WINDY,6.42
TOMATO,HUMID,SEMI HUMID,30-40,RAINY,0.3
TOMATO,HUMID,SEMI HUMID,40-50,NORMAL,6.42
TOMATO,HUMID,SEMI HUMID,40-50,SUNNY,7.92
TOMATO,HUMID,SEMI HUMID,40-50,WINDY,7.42
TOMATO,HUMID,SEMI HUMID,40-50,RAINY,0.5
TOMATO,HUMID,HUMID,Oct-20,NORMAL,2.52
TOMATO,HUMID,HUMID,Oct-20,SUNNY,4.02
TOMATO,HUMID,HUMID,Oct-20,WINDY,3.52
TOMATO,HUMID,HUMID,Oct-20,RAINY,0.1
TOMATO,HUMID,HUMID,20-30,NORMAL,3.52
TOMATO,HUMID,HUMID,20-30,SUNNY,5.02
TOMATO,HUMID,HUMID,20-30,WINDY,4.52
TOMATO,HUMID,HUMID,20-30,RAINY,0.1
TOMATO,HUMID,HUMID,30-40,NORMAL,4.52
TOMATO,HUMID,HUMID,30-40,SUNNY,6.02
TOMATO,HUMID,HUMID,30-40,WINDY,5.52
TOMATO,HUMID,HUMID,30-40,RAINY,0.2
TOMATO,HUMID,HUMID,40-50,NORMAL,5.52
TOMATO,HUMID,HUMID,40-50,SUNNY,7.02
TOMATO,HUMID,HUMID,40-50,WINDY,6.52
TOMATO,HUMID,HUMID,40-50,RAINY,0.3
TOMATO,WET,DESERT,Oct-20,NORMAL,3.6
TOMATO,WET,DESERT,Oct-20,SUNNY,5.1
TOMATO,WET,DESERT,Oct-20,WINDY,4.6
TOMATO,WET,DESERT,Oct-20,RAINY,0.1
TOMATO,WET,DESERT,20-30,NORMAL,4.6
TOMATO,WET,DESERT,20-30,SUNNY,6.1
TOMATO,WET,DESERT,20-30,WINDY,5.6
TOMATO,WET,DESERT,20-30,RAINY,0.2
TOMATO,WET,DESERT,30-40,NORMAL,5.6
TOMATO,WET,DESERT,30-40,SUNNY,7.1
TOMATO,WET,DESERT,30-40,WINDY,6.6
TOMATO,WET,DESERT,30-40,RAINY,0.3
TOMATO,WET,DESERT,40-50,NORMAL,6.6
TOMATO,WET,DESERT,40-50,SUNNY,8.1
TOMATO,WET,DESERT,40-50,WINDY,7.6
TOMATO,WET,DESERT,40-50,RAINY,0.5
TOMATO,WET,SEMI ARID,Oct-20,NORMAL,3.06
TOMATO,WET,SEMI ARID,Oct-20,SUNNY,4.56
TOMATO,WET,SEMI ARID,Oct-20,WINDY,4.06
TOMATO,WET,SEMI ARID,Oct-20,RAINY,0.1
TOMATO,WET,SEMI ARID,20-30,NORMAL,4.06
TOMATO,WET,SEMI ARID,20-30,SUNNY,5.56
TOMATO,WET,SEMI ARID,20-30,WINDY,5.06
TOMATO,WET,SEMI ARID,20-30,RAINY,0.2
TOMATO,WET,SEMI ARID,30-40,NORMAL,5.06
TOMATO,WET,SEMI ARID,30-40,SUNNY,6.56
TOMATO,WET,SEMI ARID,30-40,WINDY,606
TOMATO,WET,SEMI ARID,30-40,RAINY,0.3
TOMATO,WET,SEMI ARID,40-50,NORMAL,6.06
TOMATO,WET,SEMI ARID,40-50,SUNNY,7.56
TOMATO,WET,SEMI ARID,40-50,WINDY,7.06
TOMATO,WET,SEMI ARID,40-50,RAINY,0.5
TOMATO,WET,SEMI HUMID,Oct-20,NORMAL,2.34
TOMATO,WET,SEMI HUMID,Oct-20,SUNNY,3.84
TOMATO,WET,SEMI HUMID,Oct-20,WINDY,3.34
TOMATO,WET,SEMI HUMID,Oct-20,RAINY,0.1
TOMATO,WET,SEMI HUMID,20-30,NORMAL,3.34
TOMATO,WET,SEMI HUMID,20-30,SUNNY,4.84
TOMATO,WET,SEMI HUMID,20-30,WINDY,4.34
TOMATO,WET,SEMI HUMID,20-30,RAINY,0.1
TOMATO,WET,SEMI HUMID,30-40,NORMAL,4.34
TOMATO,WET,SEMI HUMID,30-40,SUNNY,5.84
TOMATO,WET,SEMI HUMID,30-40,WINDY,5.34
TOMATO,WET,SEMI HUMID,30-40,RAINY,0.2
TOMATO,WET,SEMI HUMID,40-50,NORMAL,5.34
TOMATO,WET,SEMI HUMID,40-50,SUNNY,6.84
TOMATO,WET,SEMI HUMID,40-50,WINDY,6.34
TOMATO,WET,SEMI HUMID,40-50,RAINY,0.3
TOMATO,WET,HUMID,Oct-20,NORMAL,1.44
TOMATO,WET,HUMID,Oct-20,SUNNY,3
TOMATO,WET,HUMID,Oct-20,WINDY,2.5
TOMATO,WET,HUMID,Oct-20,RAINY,0.1
TOMATO,WET,HUMID,20-30,NORMAL,2.44
TOMATO,WET,HUMID,20-30,SUNNY,4
TOMATO,WET,HUMID,20-30,WINDY,3.5
TOMATO,WET,HUMID,20-30,RAINY,0.1
TOMATO,WET,HUMID,30-40,NORMAL,3.44
TOMATO,WET,HUMID,30-40,SUNNY,5
TOMATO,WET,HUMID,30-40,WINDY,4.5
TOMATO,WET,HUMID,30-40,RAINY,0.1
TOMATO,WET,HUMID,40-50,NORMAL,4.44
TOMATO,WET,HUMID,40-50,SUNNY,6
TOMATO,WET,HUMID,40-50,WINDY,5.5
TOMATO,WET,HUMID,40-50,RAINY,0.2
ONION,DRY,DESERT,Oct-20,NORMAL,4.25
ONION,DRY,DESERT,Oct-20,SUNNY,5.75
ONION,DRY,DESERT,Oct-20,WINDY,5.25
ONION,DRY,DESERT,Oct-20,RAINY,0.2
ONION,DRY,DESERT,20-30,NORMAL,5.25
ONION,DRY,DESERT,20-30,SUNNY,6.75
ONION,DRY,DESERT,20-30,WINDY,6.25
ONION,DRY,DESERT,20-30,RAINY,0.3
ONION,DRY,DESERT,30-40,NORMAL,6.25
ONION,DRY,DESERT,30-40,SUNNY,7.75
ONION,DRY,DESERT,30-40,WINDY,7.25
ONION,DRY,DESERT,30-40,RAINY,0.5
ONION,DRY,DESERT,40-50,NORMAL,7.25
ONION,DRY,DESERT,40-50,SUNNY,8.75
ONION,DRY,DESERT,40-50,WINDY,8.25
ONION,DRY,DESERT,40-50,RAINY,0.8
ONION,DRY,SEMI ARID,Oct-20,NORMAL,4.125
ONION,DRY,SEMI ARID,Oct-20,SUNNY,5.625
ONION,DRY,SEMI ARID,Oct-20,WINDY,5.125
ONION,DRY,SEMI ARID,Oct-20,RAINY,0.2
ONION,DRY,SEMI ARID,20-30,NORMAL,5.125
ONION,DRY,SEMI ARID,20-30,SUNNY,6.625
ONION,DRY,SEMI ARID,20-30,WINDY,6.125
ONION,DRY,SEMI ARID,20-30,RAINY,0.3
ONION,DRY,SEMI ARID,30-40,NORMAL,6.125
ONION,DRY,SEMI ARID,30-40,SUNNY,7.625
ONION,DRY,SEMI ARID,30-40,WINDY,7.125
ONION,DRY,SEMI ARID,30-40,RAINY,0.5
ONION,DRY,SEMI ARID,40-50,NORMAL,7.125
ONION,DRY,SEMI ARID,40-50,SUNNY,8.625
ONION,DRY,SEMI ARID,40-50,WINDY,8.125
ONION,DRY,SEMI ARID,40-50,RAINY,0.8
ONION,DRY,SEMI HUMID,Oct-20,NORMAL,3.375
ONION,DRY,SEMI HUMID,Oct-20,SUNNY,4.875
ONION,DRY,SEMI HUMID,Oct-20,WINDY,4.375
ONION,DRY,SEMI HUMID,Oct-20,RAINY,0.1
ONION,DRY,SEMI HUMID,20-30,NORMAL,4.375
ONION,DRY,SEMI HUMID,20-30,SUNNY,5.875
ONION,DRY,SEMI HUMID,20-30,WINDY,5.375
ONION,DRY,SEMI HUMID,20-30,RAINY,0.2
ONION,DRY,SEMI HUMID,30-40,NORMAL,5.375
ONION,DRY,SEMI HUMID,30-40,SUNNY,6.875
ONION,DRY,SEMI HUMID,30-40,WINDY,6.375
ONION,DRY,SEMI HUMID,30-40,RAINY,0.3
ONION,DRY,SEMI HUMID,40-50,NORMAL,6.375
ONION,DRY,SEMI HUMID,40-50,SUNNY,7.875
ONION,DRY,SEMI HUMID,40-50,WINDY,7.375
ONION,DRY,SEMI HUMID,40-50,RAINY,0.5
ONION,DRY,HUMID,Oct-20,NORMAL,2.75
ONION,DRY,HUMID,Oct-20,SUNNY,4.25
ONION,DRY,HUMID,Oct-20,NORMAL,3.75
ONION,DRY,HUMID,Oct-20,SUNNY,0.1
ONION,DRY,HUMID,20-30,WINDY,3.75
ONION,DRY,HUMID,20-30,RAINY,5.25
ONION,DRY,HUMID,20-30,NORMAL,4.75
ONION,DRY,HUMID,20-30,SUNNY,0.1
